index,polynomial,operation,operand 1,operand 2,cost,order
529,x^4+2x^2+2x+1,ADD,353,1,6,4
530,x^4+2x^2+3x+2,ADD,354,2,6,4
531,x^4+3x^2+3x+1,ADD,357,1,6,4
532,x^4+2x^2+2,ADD,271,2,5,4
533,x^4+2x^2+3,ADD,271,3,5,4
534,x^4+2x^2+x+1,ADD,271,5,6,4
535,x^4+2x^2+x+2,ADD,271,6,6,4
536,x^4+2x^2+x+3,ADD,271,7,6,4
537,x^4+2x^2+2x+2,ADD,353,2,6,4
538,x^4+2x^2+2x+3,ADD,353,3,6,4
539,x^4+2x^2+3x+3,ADD,354,3,6,4
540,x^4+3x^2+2x+1,ADD,356,1,6,4
541,x^4+3x^2+3x+2,ADD,357,2,6,4
542,x^4+3x^2+1,ADD,272,1,5,4
543,x^4+3x^2+3,ADD,272,3,5,4
544,x^4+3x^2+x+1,ADD,272,5,6,4
545,x^4+3x^2+x+2,ADD,272,6,6,4
546,x^4+3x^2+x+3,ADD,272,7,6,4
547,x^4+3x^2+2x+2,ADD,356,2,6,4
548,x^4+3x^2+2x+3,ADD,356,3,6,4
549,x^4+3x^2+3x+3,ADD,357,3,6,4
550,x^4+x^3+3x^2+3x+1,ADD,306,1,6,4
551,x^4+x^3+x^2+x+1,ADD,304,1,6,4
552,x^4+x^3+x^2+2x+2,ADD,304,6,7,4
553,x^4+x^3+x^2+3x+3,ADD,365,3,7,4
554,x^4+x^3+2x^2+2x+1,ADD,305,1,6,4
555,x^4+x^3+2x^2+3x+2,ADD,305,6,7,4
556,x^4+2x^3+2x^2+x+1,ADD,276,5,7,4
557,x^4+2x^3+2x^2+2x+2,ADD,373,2,7,4
558,x^4+2x^3+2x^2+3x+3,ADD,374,3,7,4
559,x^4+2x^3+3x^2+3x+2,ADD,375,2,7,4
560,x^4+3x^3+3x^2+x+1,ADD,279,5,7,4
561,x^4+3x^3+3x^2+2x+2,ADD,318,2,7,4
562,x^4+3x^3+3x^2+3x+3,ADD,384,3,7,4
563,x^4+x^3+2x^2+x+2,ADD,274,6,7,4
564,x^4+x^3+3x^2+3x+2,ADD,306,2,6,4
565,x^4+x^3+3x^2+x+3,ADD,275,7,7,4
566,x^4+2x^3+x^2+2x+1,ADD,317,1,6,4
567,x^4+2x^3+3x^2+2x+3,ADD,308,3,7,4
568,x^4+3x^3+x^2+3x+1,ADD,319,1,6,4
569,x^4+3x^3+2x^2+3x+2,ADD,383,2,7,4
570,x^4+2x^3+x^2+3x+1,ADD,317,5,7,4
571,x^4+2x^3+x^2+2x+3,ADD,317,3,6,4
572,x^4+2x^3+2x^2+3x+1,ADD,374,1,7,4
573,x^4+2x^3+2x^2+2x+3,ADD,373,3,7,4
574,x^4+2x^3+3x^2+3x+3,ADD,375,3,7,4
575,x^4+3x^3+x^2+2x+1,ADD,381,1,7,4
576,x^4+3x^3+2x^2+2x+1,ADD,382,1,7,4
577,x^4+3x^3+3x^2+3x+1,ADD,384,1,7,4
578,x^4+3x^3+3x^2+2x+3,ADD,318,3,7,4
579,x^4+3x^3+x^2+3x+2,ADD,319,2,6,4
580,x^4+3x^3+x^2+3x+3,ADD,319,3,6,4
581,x^4+x^3+1,ADD,257,1,5,4
582,x^4+x^3+2,ADD,257,2,5,4
583,x^4+x^3+3,ADD,257,3,5,4
584,x^4+x^3+x+2,ADD,257,6,6,4
585,x^4+x^3+x+3,ADD,257,7,6,4
586,x^4+x^3+2x+1,ADD,362,1,6,4
587,x^4+x^3+2x+3,ADD,362,3,6,4
588,x^4+x^3+3x+1,ADD,363,1,6,4
589,x^4+x^3+3x+2,ADD,363,2,6,4
590,x^4+x^3+x^2+1,ADD,273,1,6,4
591,x^4+x^3+x^2+2,ADD,273,2,6,4
592,x^4+x^3+x^2+3,ADD,273,3,6,4
593,x^4+x^3+x^2+x+2,ADD,304,2,6,4
594,x^4+x^3+x^2+x+3,ADD,304,3,6,4
595,x^4+x^3+x^2+2x+3,ADD,304,7,7,4
596,x^4+x^3+x^2+3x+1,ADD,365,1,7,4
597,x^4+x^3+2x^2+1,ADD,274,1,6,4
598,x^4+x^3+2x^2+2,ADD,274,2,6,4
599,x^4+x^3+2x^2+3,ADD,274,3,6,4
600,x^4+x^3+2x^2+x+3,ADD,274,7,7,4
601,x^4+x^3+2x^2+2x+2,ADD,305,2,6,4
602,x^4+x^3+2x^2+2x+3,ADD,305,3,6,4
603,x^4+x^3+2x^2+3x+3,ADD,305,7,7,4
604,x^4+x^3+3x^2+2x+1,ADD,359,1,7,4
605,x^4+x^3+3x^2+1,ADD,275,1,6,4
606,x^4+x^3+3x^2+2,ADD,275,2,6,4
607,x^4+x^3+3x^2+3,ADD,275,3,6,4
608,x^4+x^3+3x^2+x+1,ADD,275,5,7,4
609,x^4+x^3+3x^2+2x+3,ADD,359,3,7,4
610,x^4+x^3+3x^2+3x+3,ADD,306,3,6,4
611,x^4+2x^3+2x^2+x+2,ADD,276,6,7,4
612,x^4+2x^3+3x^2+x+3,ADD,277,7,7,4
613,x^4+2x^3+1,ADD,258,1,5,4
614,x^4+2x^3+2,ADD,258,2,5,4
615,x^4+2x^3+3,ADD,258,3,5,4
616,x^4+2x^3+x+1,ADD,258,5,6,4
617,x^4+2x^3+x+3,ADD,258,7,6,4
618,x^4+2x^3+2x+1,ADD,369,1,6,4
619,x^4+2x^3+2x+2,ADD,369,2,6,4
620,x^4+2x^3+2x+3,ADD,369,3,6,4
621,x^4+2x^3+3x+1,ADD,370,1,6,4
622,x^4+2x^3+3x+2,ADD,370,2,6,4
623,x^4+2x^3+3x+3,ADD,370,3,6,4
624,x^4+2x^3+x^2+1,ADD,267,1,6,4
625,x^4+2x^3+x^2+2,ADD,267,2,6,4
626,x^4+2x^3+x^2+3,ADD,267,3,6,4
627,x^4+2x^3+x^2+x+2,ADD,267,6,7,4
628,x^4+2x^3+x^2+x+3,ADD,267,7,7,4
629,x^4+2x^3+2x^2+1,ADD,276,1,6,4
630,x^4+2x^3+2x^2+2,ADD,276,2,6,4
631,x^4+2x^3+2x^2+3,ADD,276,3,6,4
632,x^4+2x^3+2x^2+x+3,ADD,276,7,7,4
633,x^4+2x^3+3x^2+1,ADD,277,1,6,4
634,x^4+2x^3+3x^2+2,ADD,277,2,6,4
635,x^4+2x^3+3x^2+3,ADD,277,3,6,4
636,x^4+2x^3+3x^2+x+1,ADD,277,5,7,4
637,x^4+2x^3+3x^2+x+2,ADD,277,6,7,4
638,x^4+3x^3+x^2+x+1,ADD,278,5,7,4
639,x^4+3x^3+x^2+2x+2,ADD,381,2,7,4
640,x^4+3x^3+3x^2+x+3,ADD,279,7,7,4
641,x^4+3x^3+1,ADD,259,1,5,4
642,x^4+3x^3+2,ADD,259,2,5,4
643,x^4+3x^3+3,ADD,259,3,5,4
644,x^4+3x^3+x+1,ADD,259,5,6,4
645,x^4+3x^3+x+2,ADD,259,6,6,4
646,x^4+3x^3+2x+1,ADD,378,1,6,4
647,x^4+3x^3+2x+2,ADD,378,2,6,4
648,x^4+3x^3+2x+3,ADD,378,3,6,4
649,x^4+3x^3+3x+1,ADD,379,1,6,4
650,x^4+3x^3+3x+2,ADD,379,2,6,4
651,x^4+3x^3+3x+3,ADD,379,3,6,4
652,x^4+3x^3+x^2+1,ADD,278,1,6,4
653,x^4+3x^3+x^2+2,ADD,278,2,6,4
654,x^4+3x^3+x^2+3,ADD,278,3,6,4
655,x^4+3x^3+x^2+x+2,ADD,278,6,7,4
656,x^4+3x^3+x^2+x+3,ADD,278,7,7,4
657,x^4+3x^3+x^2+2x+3,ADD,381,3,7,4
658,x^4+3x^3+2x^2+1,ADD,268,1,6,4
659,x^4+3x^3+2x^2+2,ADD,268,2,6,4
660,x^4+3x^3+2x^2+3,ADD,268,3,6,4
661,x^4+3x^3+2x^2+x+3,ADD,268,7,7,4
662,x^4+3x^3+2x^2+2x+3,ADD,382,3,7,4
663,x^4+3x^3+3x^2+1,ADD,279,1,6,4
664,x^4+3x^3+3x^2+2,ADD,279,2,6,4
665,x^4+3x^3+3x^2+3,ADD,279,3,6,4
666,x^4+3x^3+3x^2+x+2,ADD,279,6,7,4
667,2x^4+2x^3+2x^2+2x+1,ADD,310,1,7,4
668,2x^4+3x^3+3x^2+3x+2,ADD,335,2,8,4
669,3x^4+3x^3+3x^2+3x+1,ADD,316,1,7,4
670,2x^4+x^3+x+1,ADD,261,5,7,4
671,2x^4+x^3+2x+2,ADD,403,2,7,4
672,2x^4+x^3+3x+3,ADD,404,3,7,4
673,2x^4+x^3+x^2+2x+1,ADD,405,1,8,4
674,2x^4+x^3+x^2+3x+2,ADD,406,2,8,4
675,2x^4+2x^3+3x^2+3x+1,ADD,311,1,7,4
676,2x^4+2x^3+x^2+x+1,ADD,309,1,7,4
677,2x^4+2x^3+x^2+2x+2,ADD,309,6,8,4
678,2x^4+2x^3+x^2+3x+3,ADD,410,3,8,4
679,2x^4+2x^3+2x^2+3x+2,ADD,310,6,8,4
680,2x^4+3x^3+2x^2+x+1,ADD,281,5,8,4
681,2x^4+3x^3+2x^2+2x+2,ADD,334,2,8,4
682,2x^4+3x^3+2x^2+3x+3,ADD,322,3,7,4
683,2x^4+3x^3+3x^2+2x+1,ADD,313,1,8,4
684,3x^4+3x^3+2x^2+2x+1,ADD,315,1,7,4
685,3x^4+2x^3+x+1,ADD,265,5,7,4
686,3x^4+2x^3+2x+2,ADD,439,2,7,4
687,3x^4+2x^3+3x+3,ADD,440,3,7,4
688,3x^4+2x^3+x^2+2x+1,ADD,418,1,8,4
689,3x^4+2x^3+x^2+3x+2,ADD,441,2,8,4
690,3x^4+2x^3+2x^2+3x+1,ADD,442,1,8,4
691,3x^4+3x^3+x^2+x+1,ADD,314,1,7,4
692,3x^4+3x^3+x^2+2x+2,ADD,314,6,8,4
693,3x^4+3x^3+x^2+3x+3,ADD,419,3,8,4
694,3x^4+3x^3+2x^2+3x+2,ADD,315,6,8,4
695,2x^4+2x^3+x+2,ADD,262,6,7,4
696,2x^4+3x^3+2x^2+x+2,ADD,281,6,8,4
697,2x^4+3x^3+x+3,ADD,263,7,7,4
698,3x^4+x^3+2x+1,ADD,433,1,7,4
699,3x^4+x^3+2x^2+3x+1,ADD,437,1,8,4
700,3x^4+3x^3+2x+3,ADD,444,3,7,4
701,2x^4+2x^2+1,ADD,284,1,6,4
702,2x^4+3x^2+2,ADD,285,2,6,4
703,2x^4+x^3+2x^2+x+1,ADD,320,1,7,4
704,2x^4+x^3+3x^2+x+2,ADD,288,6,8,4
705,2x^4+2x^3+3x^2+2x+2,ADD,333,2,8,4
706,2x^4+3x^3+2x^2+3x+1,ADD,322,1,7,4
707,3x^4+2x^3+3x^2+2x+1,ADD,324,1,7,4
708,3x^4+3x^2+1,ADD,296,1,6,4
709,3x^4+x^3+3x^2+x+1,ADD,323,1,7,4
710,2x^4+x^3+3x^2+2x+2,ADD,328,2,8,4
711,3x^4+2x^3+3x^2+x+1,ADD,301,5,8,4
712,2x^4+1,ADD,256,1,5,4
713,2x^4+2,ADD,256,2,5,4
714,2x^4+3,ADD,256,3,5,4
715,2x^4+x+1,ADD,256,5,6,4
716,2x^4+x+2,ADD,256,6,6,4
717,2x^4+x+3,ADD,256,7,6,4
718,2x^4+2x+1,ADD,391,1,6,4
719,2x^4+2x+2,ADD,391,2,6,4
720,2x^4+2x+3,ADD,391,3,6,4
721,2x^4+3x+1,ADD,392,1,6,4
722,2x^4+3x+2,ADD,392,2,6,4
723,2x^4+3x+3,ADD,392,3,6,4
724,2x^4+x^2+2x+1,ADD,394,1,7,4
725,2x^4+x^2+3x+2,ADD,395,2,7,4
726,2x^4+2x^2+3x+1,ADD,398,1,7,4
727,2x^4+x^2+1,ADD,283,1,6,4
728,2x^4+x^2+2,ADD,283,2,6,4
729,2x^4+x^2+3,ADD,283,3,6,4
730,2x^4+x^2+x+1,ADD,283,5,7,4
731,2x^4+x^2+x+2,ADD,283,6,7,4
732,2x^4+x^2+x+3,ADD,283,7,7,4
733,2x^4+x^2+2x+2,ADD,394,2,7,4
734,2x^4+x^2+2x+3,ADD,394,3,7,4
735,2x^4+x^2+3x+1,ADD,395,1,7,4
736,2x^4+x^2+3x+3,ADD,395,3,7,4
737,2x^4+2x^2+2x+1,ADD,397,1,7,4
738,2x^4+2x^2+3x+2,ADD,398,2,7,4
739,2x^4+3x^2+3x+1,ADD,401,1,7,4
740,2x^4+2x^2+2,ADD,284,2,6,4
741,2x^4+2x^2+3,ADD,284,3,6,4
742,2x^4+2x^2+x+1,ADD,284,5,7,4
743,2x^4+2x^2+x+2,ADD,284,6,7,4
744,2x^4+2x^2+x+3,ADD,284,7,7,4
745,2x^4+2x^2+2x+2,ADD,397,2,7,4
746,2x^4+2x^2+2x+3,ADD,397,3,7,4
747,2x^4+2x^2+3x+3,ADD,398,3,7,4
748,2x^4+3x^2+2x+1,ADD,400,1,7,4
749,2x^4+3x^2+3x+2,ADD,401,2,7,4
750,2x^4+3x^2+3,ADD,285,3,6,4
751,2x^4+3x^2+x+1,ADD,285,5,7,4
752,2x^4+3x^2+x+2,ADD,285,6,7,4
753,2x^4+3x^2+x+3,ADD,285,7,7,4
754,2x^4+3x^2+2x+2,ADD,400,2,7,4
755,2x^4+3x^2+2x+3,ADD,400,3,7,4
756,2x^4+3x^2+3x+3,ADD,401,3,7,4
757,2x^4+x^3+3x^2+3x+1,ADD,329,1,8,4
758,2x^4+x^3+x^2+x+1,ADD,286,5,8,4
759,2x^4+x^3+x^2+2x+2,ADD,405,2,8,4
760,2x^4+x^3+x^2+3x+3,ADD,406,3,8,4
761,2x^4+x^3+2x^2+2x+1,ADD,320,5,8,4
762,2x^4+x^3+2x^2+3x+2,ADD,327,2,8,4
763,2x^4+2x^3+2x^2+x+1,ADD,289,5,8,4
764,2x^4+2x^3+2x^2+2x+2,ADD,310,2,7,4
765,2x^4+2x^3+2x^2+3x+3,ADD,310,7,8,4
766,2x^4+2x^3+3x^2+3x+2,ADD,311,2,7,4
767,2x^4+3x^3+3x^2+x+1,ADD,291,5,8,4
768,2x^4+3x^3+3x^2+2x+2,ADD,313,2,8,4
769,2x^4+3x^3+3x^2+3x+3,ADD,335,3,8,4
770,2x^4+x^3+2x^2+x+2,ADD,320,2,7,4
771,2x^4+x^3+3x^2+3x+2,ADD,329,2,8,4
772,2x^4+x^3+3x^2+x+3,ADD,288,7,8,4
773,2x^4+2x^3+3x^2+2x+3,ADD,333,3,8,4
774,2x^4+3x^3+x^2+3x+1,ADD,389,1,8,4
775,2x^4+2x^3+x^2+3x+1,ADD,410,1,8,4
776,2x^4+2x^3+x^2+2x+3,ADD,309,7,8,4
777,2x^4+2x^3+2x^2+2x+3,ADD,310,3,7,4
778,2x^4+2x^3+3x^2+3x+3,ADD,311,3,7,4
779,2x^4+3x^3+3x^2+2x+3,ADD,313,3,8,4
780,2x^4+3x^3+x^2+3x+2,ADD,389,2,8,4
781,2x^4+x^3+1,ADD,261,1,6,4
782,2x^4+x^3+2,ADD,261,2,6,4
783,2x^4+x^3+3,ADD,261,3,6,4
784,2x^4+x^3+x+2,ADD,261,6,7,4
785,2x^4+x^3+x+3,ADD,261,7,7,4
786,2x^4+x^3+2x+3,ADD,403,3,7,4
787,2x^4+x^3+3x+1,ADD,404,1,7,4
788,2x^4+x^3+3x+2,ADD,404,2,7,4
789,2x^4+x^3+x^2+1,ADD,286,1,7,4
790,2x^4+x^3+x^2+2,ADD,286,2,7,4
791,2x^4+x^3+x^2+3,ADD,286,3,7,4
792,2x^4+x^3+x^2+x+2,ADD,286,6,8,4
793,2x^4+x^3+x^2+x+3,ADD,286,7,8,4
794,2x^4+x^3+x^2+2x+3,ADD,405,3,8,4
795,2x^4+x^3+x^2+3x+1,ADD,406,1,8,4
796,2x^4+x^3+2x^2+1,ADD,287,1,7,4
797,2x^4+x^3+2x^2+2,ADD,287,2,7,4
798,2x^4+x^3+2x^2+3,ADD,287,3,7,4
799,2x^4+x^3+2x^2+x+3,ADD,320,3,7,4
800,2x^4+x^3+2x^2+2x+2,ADD,320,6,8,4
801,2x^4+x^3+2x^2+2x+3,ADD,320,7,8,4
802,2x^4+x^3+2x^2+3x+3,ADD,327,3,8,4
803,2x^4+x^3+3x^2+2x+1,ADD,328,1,8,4
804,2x^4+x^3+3x^2+1,ADD,288,1,7,4
805,2x^4+x^3+3x^2+2,ADD,288,2,7,4
806,2x^4+x^3+3x^2+3,ADD,288,3,7,4
807,2x^4+x^3+3x^2+2x+3,ADD,328,3,8,4
808,2x^4+x^3+3x^2+3x+3,ADD,329,3,8,4
809,2x^4+2x^3+2x^2+x+2,ADD,289,6,8,4
810,2x^4+2x^3+3x^2+x+3,ADD,290,7,8,4
811,2x^4+2x^3+1,ADD,262,1,6,4
812,2x^4+2x^3+2,ADD,262,2,6,4
813,2x^4+2x^3+3,ADD,262,3,6,4
814,2x^4+2x^3+x+3,ADD,262,7,7,4
815,2x^4+2x^3+2x+1,ADD,408,1,7,4
816,2x^4+2x^3+2x+3,ADD,408,3,7,4
817,2x^4+2x^3+3x+1,ADD,409,1,7,4
818,2x^4+2x^3+3x+2,ADD,409,2,7,4
819,2x^4+2x^3+x^2+1,ADD,280,1,7,4
820,2x^4+2x^3+x^2+2,ADD,280,2,7,4
821,2x^4+2x^3+x^2+3,ADD,280,3,7,4
822,2x^4+2x^3+x^2+x+2,ADD,309,2,7,4
823,2x^4+2x^3+x^2+x+3,ADD,309,3,7,4
824,2x^4+2x^3+2x^2+1,ADD,289,1,7,4
825,2x^4+2x^3+2x^2+2,ADD,289,2,7,4
826,2x^4+2x^3+2x^2+3,ADD,289,3,7,4
827,2x^4+2x^3+2x^2+x+3,ADD,289,7,8,4
828,2x^4+2x^3+3x^2+1,ADD,290,1,7,4
829,2x^4+2x^3+3x^2+2,ADD,290,2,7,4
830,2x^4+2x^3+3x^2+3,ADD,290,3,7,4
831,2x^4+2x^3+3x^2+x+2,ADD,290,6,8,4
832,2x^4+3x^3+3x^2+x+3,ADD,291,7,8,4
833,2x^4+3x^3+1,ADD,263,1,6,4
834,2x^4+3x^3+2,ADD,263,2,6,4
835,2x^4+3x^3+3,ADD,263,3,6,4
836,2x^4+3x^3+x+1,ADD,263,5,7,4
837,2x^4+3x^3+x+2,ADD,263,6,7,4
838,2x^4+3x^3+2x+1,ADD,412,1,7,4
839,2x^4+3x^3+2x+2,ADD,412,2,7,4
840,2x^4+3x^3+3x+1,ADD,413,1,7,4
841,2x^4+3x^3+3x+2,ADD,413,2,7,4
842,2x^4+3x^3+3x+3,ADD,413,3,7,4
843,2x^4+3x^3+x^2+1,ADD,269,1,7,4
844,2x^4+3x^3+x^2+2,ADD,269,2,7,4
845,2x^4+3x^3+x^2+3,ADD,269,3,7,4
846,2x^4+3x^3+x^2+x+2,ADD,269,6,8,4
847,2x^4+3x^3+x^2+x+3,ADD,269,7,8,4
848,2x^4+3x^3+x^2+2x+3,ADD,415,3,8,4
849,2x^4+3x^3+2x^2+1,ADD,281,1,7,4
850,2x^4+3x^3+2x^2+2,ADD,281,2,7,4
851,2x^4+3x^3+2x^2+3,ADD,281,3,7,4
852,2x^4+3x^3+2x^2+x+3,ADD,281,7,8,4
853,2x^4+3x^3+2x^2+2x+3,ADD,334,3,8,4
854,2x^4+3x^3+3x^2+1,ADD,291,1,7,4
855,2x^4+3x^3+3x^2+2,ADD,291,2,7,4
856,2x^4+3x^3+3x^2+3,ADD,291,3,7,4
857,2x^4+3x^3+3x^2+x+2,ADD,291,6,8,4
858,3x^4+2x^3+2x^2+2x+1,ADD,387,1,8,4
859,3x^4+3x^3+3x^2+3x+2,ADD,316,2,7,4
860,3x^4+x^3+x+1,ADD,264,5,7,4
861,3x^4+x^3+2x+2,ADD,433,2,7,4
862,3x^4+x^3+3x+3,ADD,434,3,7,4
863,3x^4+x^3+x^2+2x+1,ADD,435,1,8,4
864,3x^4+x^3+x^2+3x+2,ADD,436,2,8,4
865,3x^4+2x^3+3x^2+3x+1,ADD,324,5,8,4
866,3x^4+2x^3+x^2+x+1,ADD,292,5,8,4
867,3x^4+2x^3+x^2+2x+2,ADD,418,2,8,4
868,3x^4+2x^3+x^2+3x+3,ADD,441,3,8,4
869,3x^4+2x^3+2x^2+3x+2,ADD,442,2,8,4
870,3x^4+3x^3+2x^2+x+1,ADD,293,5,8,4
871,3x^4+3x^3+2x^2+2x+2,ADD,315,2,7,4
872,3x^4+3x^3+2x^2+3x+3,ADD,315,7,8,4
873,3x^4+3x^3+3x^2+2x+1,ADD,345,1,8,4
874,3x^4+2x^3+x+2,ADD,265,6,7,4
875,3x^4+3x^3+2x^2+x+2,ADD,293,6,8,4
876,3x^4+3x^3+x+3,ADD,266,7,7,4
877,3x^4+2x^2+1,ADD,295,1,6,4
878,3x^4+3x^2+2,ADD,296,2,6,4
879,3x^4+x^3+2x^2+x+1,ADD,298,5,8,4
880,3x^4+x^3+3x^2+x+2,ADD,323,2,7,4
881,3x^4+2x^3+3x^2+2x+2,ADD,324,2,7,4
882,3x^4+x^3+3x^2+2x+2,ADD,323,6,8,4
883,3x^4+2x^3+2x+1,ADD,439,1,7,4
884,3x^4+x^3+3x^2+1,ADD,299,1,7,4
885,3x^4+3x^3+3x^2+x+1,ADD,302,5,8,4
886,3x^4+3x^3+2x+1,ADD,444,1,7,4
887,3x^4+2x^3+3x^2+1,ADD,301,1,7,4
888,3x^4+3x^3+3x^2+1,ADD,302,1,7,4
889,3x^4+1,ADD,260,1,5,4
890,3x^4+2,ADD,260,2,5,4
891,3x^4+3,ADD,260,3,5,4
892,3x^4+x+1,ADD,260,5,6,4
893,3x^4+x+2,ADD,260,6,6,4
894,3x^4+x+3,ADD,260,7,6,4
895,3x^4+2x+1,ADD,421,1,6,4
896,3x^4+2x+2,ADD,421,2,6,4
897,3x^4+2x+3,ADD,421,3,6,4
898,3x^4+3x+1,ADD,422,1,6,4
899,3x^4+3x+2,ADD,422,2,6,4
900,3x^4+3x+3,ADD,422,3,6,4
901,3x^4+x^2+2x+1,ADD,424,1,7,4
902,3x^4+x^2+3x+2,ADD,425,2,7,4
903,3x^4+2x^2+3x+1,ADD,428,1,7,4
904,3x^4+x^2+1,ADD,294,1,6,4
905,3x^4+x^2+2,ADD,294,2,6,4
906,3x^4+x^2+3,ADD,294,3,6,4
907,3x^4+x^2+x+1,ADD,294,5,7,4
908,3x^4+x^2+x+2,ADD,294,6,7,4
909,3x^4+x^2+x+3,ADD,294,7,7,4
910,3x^4+x^2+2x+2,ADD,424,2,7,4
911,3x^4+x^2+2x+3,ADD,424,3,7,4
912,3x^4+x^2+3x+1,ADD,425,1,7,4
913,3x^4+x^2+3x+3,ADD,425,3,7,4
914,3x^4+2x^2+2x+1,ADD,427,1,7,4
915,3x^4+2x^2+3x+2,ADD,428,2,7,4
916,3x^4+3x^2+3x+1,ADD,431,1,7,4
917,3x^4+2x^2+2,ADD,295,2,6,4
918,3x^4+2x^2+3,ADD,295,3,6,4
919,3x^4+2x^2+x+1,ADD,295,5,7,4
920,3x^4+2x^2+x+2,ADD,295,6,7,4
921,3x^4+2x^2+x+3,ADD,295,7,7,4
922,3x^4+2x^2+2x+2,ADD,427,2,7,4
923,3x^4+2x^2+2x+3,ADD,427,3,7,4
924,3x^4+2x^2+3x+3,ADD,428,3,7,4
925,3x^4+3x^2+2x+1,ADD,430,1,7,4
926,3x^4+3x^2+3x+2,ADD,431,2,7,4
927,3x^4+3x^2+3,ADD,296,3,6,4
928,3x^4+3x^2+x+1,ADD,296,5,7,4
929,3x^4+3x^2+x+2,ADD,296,6,7,4
930,3x^4+3x^2+x+3,ADD,296,7,7,4
931,3x^4+3x^2+2x+2,ADD,430,2,7,4
932,3x^4+3x^2+2x+3,ADD,430,3,7,4
933,3x^4+3x^2+3x+3,ADD,431,3,7,4
934,3x^4+x^3+3x^2+3x+1,ADD,343,1,8,4
935,3x^4+x^3+x^2+x+1,ADD,297,5,8,4
936,3x^4+x^3+x^2+2x+2,ADD,435,2,8,4
937,3x^4+x^3+x^2+3x+3,ADD,436,3,8,4
938,3x^4+x^3+2x^2+2x+1,ADD,417,1,8,4
939,3x^4+x^3+2x^2+3x+2,ADD,437,2,8,4
940,3x^4+2x^3+2x^2+x+1,ADD,300,5,8,4
941,3x^4+2x^3+2x^2+2x+2,ADD,387,2,8,4
942,3x^4+2x^3+2x^2+3x+3,ADD,442,3,8,4
943,3x^4+2x^3+3x^2+3x+2,ADD,324,6,8,4
944,3x^4+3x^3+3x^2+2x+2,ADD,345,2,8,4
945,3x^4+3x^3+3x^2+3x+3,ADD,316,3,7,4
946,3x^4+x^3+2x^2+x+2,ADD,298,6,8,4
947,3x^4+x^3+3x^2+3x+2,ADD,343,2,8,4
948,3x^4+x^3+3x^2+x+3,ADD,323,3,7,4
949,3x^4+2x^3+3x^2+2x+3,ADD,324,3,7,4
950,3x^4+3x^3+x^2+3x+1,ADD,419,1,8,4
951,3x^4+2x^3+x^2+3x+1,ADD,441,1,8,4
952,3x^4+2x^3+x^2+2x+3,ADD,418,3,8,4
953,3x^4+2x^3+2x^2+2x+3,ADD,387,3,8,4
954,3x^4+2x^3+3x^2+3x+3,ADD,324,7,8,4
955,3x^4+3x^3+3x^2+2x+3,ADD,345,3,8,4
956,3x^4+x^3+1,ADD,264,1,6,4
957,3x^4+x^3+2,ADD,264,2,6,4
958,3x^4+x^3+3,ADD,264,3,6,4
959,3x^4+x^3+x+2,ADD,264,6,7,4
960,3x^4+x^3+x+3,ADD,264,7,7,4
961,3x^4+x^3+2x+3,ADD,433,3,7,4
962,3x^4+x^3+3x+2,ADD,434,2,7,4
963,3x^4+x^3+x^2+1,ADD,297,1,7,4
964,3x^4+x^3+x^2+2,ADD,297,2,7,4
965,3x^4+x^3+x^2+3,ADD,297,3,7,4
966,3x^4+x^3+x^2+x+2,ADD,297,6,8,4
967,3x^4+x^3+x^2+x+3,ADD,297,7,8,4
968,3x^4+x^3+x^2+2x+3,ADD,435,3,8,4
969,3x^4+x^3+x^2+3x+1,ADD,436,1,8,4
970,3x^4+x^3+2x^2+1,ADD,298,1,7,4
971,3x^4+x^3+2x^2+2,ADD,298,2,7,4
972,3x^4+x^3+2x^2+3,ADD,298,3,7,4
973,3x^4+x^3+2x^2+x+3,ADD,298,7,8,4
974,3x^4+x^3+2x^2+2x+2,ADD,417,2,8,4
975,3x^4+x^3+2x^2+2x+3,ADD,417,3,8,4
976,3x^4+x^3+2x^2+3x+3,ADD,437,3,8,4
977,3x^4+x^3+3x^2+2x+1,ADD,323,5,8,4
978,3x^4+x^3+3x^2+2,ADD,299,2,7,4
979,3x^4+x^3+3x^2+3,ADD,299,3,7,4
980,3x^4+x^3+3x^2+2x+3,ADD,323,7,8,4
981,3x^4+x^3+3x^2+3x+3,ADD,343,3,8,4
982,3x^4+2x^3+2x^2+x+2,ADD,300,6,8,4
983,3x^4+2x^3+3x^2+x+3,ADD,301,7,8,4
984,3x^4+2x^3+1,ADD,265,1,6,4
985,3x^4+2x^3+2,ADD,265,2,6,4
986,3x^4+2x^3+3,ADD,265,3,6,4
987,3x^4+2x^3+x+3,ADD,265,7,7,4
988,3x^4+2x^3+2x+3,ADD,439,3,7,4
989,3x^4+2x^3+3x+1,ADD,440,1,7,4
990,3x^4+2x^3+x^2+1,ADD,292,1,7,4
991,3x^4+2x^3+x^2+2,ADD,292,2,7,4
992,3x^4+2x^3+x^2+3,ADD,292,3,7,4
993,3x^4+2x^3+x^2+x+2,ADD,292,6,8,4
994,3x^4+2x^3+x^2+x+3,ADD,292,7,8,4
995,3x^4+2x^3+2x^2+1,ADD,300,1,7,4
996,3x^4+2x^3+2x^2+2,ADD,300,2,7,4
997,3x^4+2x^3+2x^2+3,ADD,300,3,7,4
